Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
23000,000003D7,false,Rx,0,8,B0,00,00,00,00,00,00,06,
23000,00000400,false,Rx,0,5,00,00,00,00,04,00,00,00,
23000,0000040C,false,Rx,0,8,1F,00,00,00,00,00,00,08,
23000,00000454,false,Rx,0,6,4D,F3,02,3A,50,04,00,00,
0,00000465,false,Rx,0,7,FF,FF,FF,FF,FF,FF,05,00,
0,000006C1,false,Rx,0,1,32,00,00,00,00,00,00,00,
27000,00000158,false,Rx,0,8,20,D4,06,DA,20,D4,E6,30,
27000,00000188,false,Rx,0,6,05,05,80,08,00,67,00,00,
29000,00000039,false,Rx,0,2,00,39,00,00,00,00,00,00,
30000,00000136,false,Rx,0,8,00,00,00,21,15,00,00,14,
0,0000013A,false,Rx,0,8,00,42,00,00,00,00,00,13,
0,0000013F,false,Rx,0,8,02,89,02,8A,FF,EC,00,15,
30000,0000017C,false,Rx,0,8,00,00,06,D9,82,00,00,1D,
30000,00000156,false,Rx,0,6,00,33,00,00,07,1E,00,00,
31000,000001C0,false,Rx,0,7,00,00,00,00,00,00,38,00,
31000,00000097,false,Rx,0,8,82,20,90,01,F1,00,00,11,
32000,0000015A,false,Rx,0,8,00,00,00,87,00,00,00,36,
32000,0000018E,false,Rx,0,3,00,08,36,00,00,00,00,00,
36000,000001A6,false,Rx,0,8,02,00,00,68,17,00,00,0F,
36000,00000309,false,Rx,0,8,22,7E,00,00,00,58,00,42,
37000,00000374,false,Rx,0,7,00,00,00,00,00,00,0A,00,
0,00000377,false,Rx,0,8,2C,10,5A,FA,2B,00,82,09,
0,00000378,false,Rx,0,8,07,90,F2,23,50,20,00,09,
37000,00000158,false,Rx,0,8,20,BD,06,D5,20,BD,E6,0A,
37000,00000188,false,Rx,0,6,05,05,80,08,00,76,00,00,
39000,00000039,false,Rx,0,2,00,0C,00,00,00,00,00,00,
39000,00000136,false,Rx,0,8,00,00,00,21,15,00,00,23,
39000,0000013A,false,Rx,0,8,00,42,00,00,00,00,00,22,
40000,0000013F,false,Rx,0,8,02,8D,02,8A,00,00,00,28,
40000,0000017C,false,Rx,0,8,00,00,06,D9,82,00,00,2C,
40000,00000156,false,Rx,0,6,00,33,00,00,07,2D,00,00,
40000,000001DC,false,Rx,0,4,02,06,D9,1F,00,00,00,00,
41000,00000097,false,Rx,0,8,82,20,90,01,F1,00,00,20,
41000,0000015A,false,Rx,0,8,00,00,00,87,00,00,00,09,
41000,000001A4,false,Rx,0,8,00,69,00,00,00,00,00,28,
43000,0000018E,false,Rx,0,3,00,07,0A,00,00,00,00,00,
0,000001AA,false,Rx,0,8,7F,FF,00,00,00,00,69,2E,
0,000001B0,false,Rx,0,7,81,D0,7F,FF,00,00,20,00,
43000,000001D0,false,Rx,0,8,42,D0,85,21,0B,4A,15,17,
43000,000001E7,false,Rx,0,4,1A,00,68,27,00,00,00,00,
48000,00000158,false,Rx,0,8,20,C7,06,D5,20,C7,E6,13,
48000,00000188,false,Rx,0,6,05,05,80,08,00,49,00,00,
49000,00000136,false,Rx,0,8,00,00,00,21,15,00,00,32,
49000,0000013A,false,Rx,0,8,00,42,00,00,00,00,00,31,
49000,0000013F,false,Rx,0,8,02,8C,02,8B,FF,EC,00,3F,
50000,0000017C,false,Rx,0,8,00,00,06,D7,82,00,00,3D,
50000,00000039,false,Rx,0,2,00,1B,00,00,00,00,00,00,
50000,00000156,false,Rx,0,6,00,33,00,01,07,3B,00,00,
50000,000001C0,false,Rx,0,7,00,00,00,00,00,00,0B,00,
50000,00000097,false,Rx,0,8,82,20,90,01,F5,00,00,3B,
51000,0000015A,false,Rx,0,8,00,00,00,87,00,00,00,18,
52000,0000018E,false,Rx,0,3,00,03,1D,00,00,00,00,00,
56000,000001A6,false,Rx,0,8,02,00,00,68,18,00,00,1D,
56000,00000294,false,Rx,0,8,00,15,00,03,EE,80,20,37,
57000,00000158,false,Rx,0,8,20,BF,06,D8,20,BF,E6,21,
57000,00000188,false,Rx,0,6,05,05,80,08,00,58,00,00,
59000,00000136,false,Rx,0,8,00,00,00,21,15,00,00,05,
59000,0000013A,false,Rx,0,8,00,42,00,00,00,00,00,04,
60000,0000013F,false,Rx,0,8,02,8D,02,8A,00,28,00,00,
60000,0000017C,false,Rx,0,8,00,00,06,DB,82,00,00,0C,
0,00000156,false,Rx,0,6,00,33,00,01,07,0E,00,00,
0,000001DC,false,Rx,0,4,02,06,DB,2C,00,00,00,00,
61000,00000097,false,Rx,0,8,82,20,90,01,F5,00,00,0E,
61000,00000039,false,Rx,0,2,00,2A,00,00,00,00,00,00,
61000,0000015A,false,Rx,0,8,00,00,00,CA,00,00,00,20,
61000,000001A4,false,Rx,0,8,00,6A,00,00,00,00,00,36,
62000,0000018E,false,Rx,0,3,00,06,29,00,00,00,00,00,
62000,000001AA,false,Rx,0,8,7F,FF,00,00,00,00,6A,3C,
62000,000001B0,false,Rx,0,7,81,D0,7F,FF,00,00,3F,00,
62000,000001D0,false,Rx,0,8,42,CA,85,95,0A,A2,13,90,
62000,000001E7,false,Rx,0,4,1A,00,68,36,00,00,00,00,
67000,00000158,false,Rx,0,8,20,CE,06,D8,20,CE,E6,30,
67000,00000188,false,Rx,0,6,05,05,80,08,00,67,00,00,
69000,00000136,false,Rx,0,8,00,00,00,21,15,00,00,14,
69000,0000013A,false,Rx,0,8,00,42,00,00,00,00,00,13,
69000,0000013F,false,Rx,0,8,02,8E,02,8A,00,00,00,18,
70000,0000017C,false,Rx,0,8,00,00,06,DB,82,00,00,1B,
70000,00000156,false,Rx,0,6,00,33,00,01,07,1D,00,00,
70000,000001C0,false,Rx,0,7,00,00,00,00,00,00,1A,00,
71000,00000097,false,Rx,0,8,82,60,90,01,F5,00,00,19,
71000,0000015A,false,Rx,0,8,00,00,00,87,00,00,00,36,
0,0000018E,false,Rx,0,3,00,02,3C,00,00,00,00,00,
0,00000039,false,Rx,0,2,00,39,00,00,00,00,00,00,
76000,000001A6,false,Rx,0,8,02,00,00,68,18,00,00,2C,
77000,00000158,false,Rx,0,8,20,DE,06,D8,20,DE,E6,01,
77000,00000188,false,Rx,0,6,05,05,80,08,00,76,00,00,
79000,00000136,false,Rx,0,8,00,00,00,21,15,00,00,23,
79000,0000013A,false,Rx,0,8,00,42,00,00,00,00,00,22,
79000,0000013F,false,Rx,0,8,02,8A,02,8A,00,00,00,2B,
80000,0000017C,false,Rx,0,8,00,00,06,DB,82,00,00,2A,
80000,00000156,false,Rx,0,6,00,33,00,00,07,2D,00,00,
80000,000001DC,false,Rx,0,4,02,06,DB,3B,00,00,00,00,
81000,00000097,false,Rx,0,8,82,60,90,01,F6,00,00,27,
81000,0000015A,false,Rx,0,8,00,00,00,87,00,00,00,09,
81000,000001A4,false,Rx,0,8,00,69,00,00,00,00,00,0A,
82000,0000018E,false,Rx,0,3,00,05,0C,00,00,00,00,00,
82000,000001AA,false,Rx,0,8,7F,FF,00,00,00,00,69,00,
82000,000001B0,false,Rx,0,7,82,10,7F,FF,00,00,0D,00,
0,000001D0,false,Rx,0,8,42,EA,85,E1,0A,A2,14,05,
0,000001E7,false,Rx,0,4,1A,00,68,09,00,00,00,00,
83000,00000039,false,Rx,0,2,00,0C,00,00,00,00,00,00,
87000,00000158,false,Rx,0,8,20,E3,06,DA,20,E3,E6,12,
87000,00000188,false,Rx,0,6,05,05,80,08,00,49,00,00,
89000,00000136,false,Rx,0,8,00,00,00,21,15,00,00,32,
89000,0000013A,false,Rx,0,8,00,42,00,00,00,00,00,31,
89000,0000013F,false,Rx,0,8,02,89,02,8A,00,00,00,3B,
90000,0000017C,false,Rx,0,8,00,00,06,DB,82,00,00,39,
0,00000156,false,Rx,0,6,00,33,00,00,07,3C,00,00,
0,000001C0,false,Rx,0,7,00,00,00,00,00,00,29,00,
90000,00000097,false,Rx,0,8,82,60,90,01,F4,00,00,38,
91000,0000015A,false,Rx,0,8,00,00,00,87,00,00,00,18,
92000,0000018E,false,Rx,0,3,00,06,1A,00,00,00,00,00,
94000,00000039,false,Rx,0,2,00,1B,00,00,00,00,00,00,
95000,0000033D,false,Rx,0,4,00,00,00,23,00,00,00,00,
96000,000001A6,false,Rx,0,8,02,00,00,68,17,00,00,3C,
96000,00000294,false,Rx,0,8,00,15,00,03,EE,80,20,0A,
97000,00000158,false,Rx,0,8,20,DE,06,DC,20,DE,E6,2B,
97000,00000188,false,Rx,0,6,05,05,80,08,00,58,00,00,
0,00000136,false,Rx,0,8,00,00,00,21,15,00,00,05,
0,0000013A,false,Rx,0,8,00,42,00,00,00,00,00,04,
0,0000013F,false,Rx,0,8,02,8E,02,8B,FF,E2,00,0A,
0,0000017C,false,Rx,0,8,00,00,06,D8,82,00,00,0F,
100000,00000156,false,Rx,0,6,00,33,00,00,07,0F,00,00,
100000,000001DC,false,Rx,0,4,02,06,D8,01,00,00,00,00,
101000,00000097,false,Rx,0,8,82,60,90,01,F3,00,00,0C,
0,0000015A,false,Rx,0,8,00,00,00,87,00,00,00,27,
0,000001A4,false,Rx,0,8,00,69,00,00,00,00,00,19,
0,0000018E,false,Rx,0,3,00,03,2C,00,00,00,00,00,
0,000001AA,false,Rx,0,8,7F,FF,00,00,00,00,69,1F,
102000,000001B0,false,Rx,0,7,82,10,7F,FF,00,00,1C,00,
102000,000001D0,false,Rx,0,8,42,F0,85,85,0B,2A,16,2B,
103000,000001E7,false,Rx,0,4,1A,40,68,14,00,00,00,00,
105000,00000039,false,Rx,0,2,00,2A,00,00,00,00,00,00,
107000,00000158,false,Rx,0,8,20,CA,06,D8,20,CA,E6,38,
107000,00000188,false,Rx,0,6,05,05,80,08,00,67,00,00,
109000,00000136,false,Rx,0,8,00,00,00,21,15,00,00,14,
109000,0000013A,false,Rx,0,8,00,42,00,00,00,00,00,13,
109000,0000013F,false,Rx,0,8,02,89,02,8B,00,00,00,1C,
110000,0000017C,false,Rx,0,8,00,00,06,D8,82,00,00,1E,
0,00000156,false,Rx,0,6,00,33,00,00,07,1E,00,00,
0,000001C0,false,Rx,0,7,00,00,00,00,00,00,38,00,
0,00000097,false,Rx,0,8,82,60,90,01,F2,00,00,1C,
112000,0000015A,false,Rx,0,8,00,00,00,87,00,00,00,36,
112000,0000018E,false,Rx,0,3,00,09,35,00,00,00,00,00,
0,000001A6,false,Rx,0,8,02,00,00,68,18,00,00,0E,
0,00000039,false,Rx,0,2,00,39,00,00,00,00,00,00,
117000,00000158,false,Rx,0,8,20,D1,06,D7,20,D1,E6,0C,
117000,00000188,false,Rx,0,6,05,05,80,08,00,76,00,00,
120000,00000136,false,Rx,0,8,00,00,00,21,15,00,00,23,
120000,0000013A,false,Rx,0,8,00,42,00,00,00,00,00,22,
0,0000013F,false,Rx,0,8,02,89,02,8B,00,0A,00,21,
0,0000017C,false,Rx,0,8,00,00,06,D9,82,00,00,2C,
120000,00000156,false,Rx,0,6,00,33,00,01,07,2C,00,00,
120000,000001DC,false,Rx,0,4,02,06,D9,1F,00,00,00,00,
120000,0000030C,false,Rx,0,8,22,54,C6,FF,00,80,80,0C,
121000,00000097,false,Rx,0,8,82,60,90,01,F0,00,00,2D,
121000,00000320,false,Rx,0,3,00,00,12,00,00,00,00,00,
121000,00000324,false,Rx,0,8,79,2A,32,99,00,02,00,19,
0,0000037C,false,Rx,0,8,E2,00,E2,31,00,00,00,1D,
0,0000015A,false,Rx,0,8,00,00,00,87,00,00,00,09,
122000,000001A4,false,Rx,0,8,00,69,00,00,00,00,00,28,
122000,0000018E,false,Rx,0,3,00,00,01,00,00,00,00,00,
122000,000001AA,false,Rx,0,8,7F,FF,00,00,00,00,69,2E,
122000,000001B0,false,Rx,0,7,82,10,7F,FF,00,00,2B,00,
122000,000001D0,false,Rx,0,8,42,FC,85,55,0B,82,15,8F,
122000,000001E7,false,Rx,0,4,1A,40,68,23,00,00,00,00,
124000,00000406,false,Rx,0,5,00,00,00,03,29,00,00,00,
128000,00000039,false,Rx,0,2,00,0C,00,00,00,00,00,00,
0,00000158,false,Rx,0,8,20,CC,06,DB,20,CC,E6,13,
0,00000188,false,Rx,0,6,05,05,80,08,00,49,00,00,
0,00000305,false,Rx,0,2,0E,11,00,00,00,00,00,00,
129000,00000136,false,Rx,0,8,00,00,00,21,15,00,00,32,
129000,0000013A,false,Rx,0,8,00,42,00,00,00,00,00,31,
130000,0000013F,false,Rx,0,8,02,88,02,8B,00,46,00,31,
0,0000017C,false,Rx,0,8,00,00,06,E0,82,00,00,33,
0,00000156,false,Rx,0,6,00,33,00,01,07,3B,00,00,
0,000001C0,false,Rx,0,7,00,00,00,00,00,00,0B,00,
131000,00000097,false,Rx,0,8,82,20,80,01,F3,00,00,3E,
131000,0000015A,false,Rx,0,8,00,00,00,87,00,00,00,18,
132000,0000018E,false,Rx,0,3,00,03,1D,00,00,00,00,00,
136000,000001A6,false,Rx,0,8,02,00,00,68,17,00,00,1E,
136000,00000294,false,Rx,0,8,00,15,00,03,EE,80,20,19,
137000,00000309,false,Rx,0,8,22,6D,00,00,00,58,00,53,
0,00000374,false,Rx,0,7,00,00,00,00,00,00,19,00,
0,00000377,false,Rx,0,8,2C,10,5A,FA,2B,00,82,18,
0,00000378,false,Rx,0,8,07,90,F2,23,50,20,00,18,
138000,00000158,false,Rx,0,8,20,DB,06,DB,20,DB,E6,22,
138000,00000188,false,Rx,0,6,05,05,80,08,00,58,00,00,
0,00000405,false,Rx,0,8,00,02,00,00,00,00,00,1C,
0,00000039,false,Rx,0,2,00,1B,00,00,00,00,00,00,
138000,00000428,false,Rx,0,7,00,00,00,00,00,00,19,00,
140000,00000136,false,Rx,0,8,00,00,00,21,15,00,00,05,
140000,0000013A,false,Rx,0,8,00,42,00,00,00,00,00,04,
140000,0000013F,false,Rx,0,8,02,89,02,8B,00,00,00,0D,
140000,0000017C,false,Rx,0,8,00,00,06,E0,82,00,00,06,
0,00000156,false,Rx,0,6,00,33,00,00,07,0F,00,00,
0,000001DC,false,Rx,0,4,02,06,E0,26,00,00,00,00,
141000,00000097,false,Rx,0,8,82,20,80,01,F5,00,00,0F,
141000,0000015A,false,Rx,0,8,00,00,00,87,00,00,00,27,
141000,000001A4,false,Rx,0,8,00,69,00,00,00,00,00,37,
141000,0000018E,false,Rx,0,3,00,07,28,00,00,00,00,00,
143000,000001AA,false,Rx,0,8,7F,FF,00,00,00,00,69,3D,
143000,000001B0,false,Rx,0,7,81,D0,7F,FF,00,00,3F,00,
143000,000001D0,false,Rx,0,8,42,F0,85,D5,0B,12,15,4E,
143000,000001E7,false,Rx,0,4,1A,40,69,31,00,00,00,00,
147000,00000158,false,Rx,0,8,20,F1,06,DC,20,F1,E6,30,
147000,00000188,false,Rx,0,6,05,05,80,08,00,67,00,00,
149000,00000039,false,Rx,0,2,00,2A,00,00,00,00,00,00,
149000,00000136,false,Rx,0,8,00,00,00,21,15,00,00,14,
149000,0000013A,false,Rx,0,8,00,42,00,00,00,00,00,13,
150000,0000013F,false,Rx,0,8,02,88,02,8B,00,00,00,1D,
150000,00000156,false,Rx,0,6,00,33,00,00,07,1E,00,00,
150000,0000017C,false,Rx,0,8,00,00,06,E0,82,00,00,15,
0,000001C0,false,Rx,0,7,00,00,00,00,00,00,1A,00,
0,00000097,false,Rx,0,8,82,20,90,01,F6,00,00,1C,
151000,0000015A,false,Rx,0,8,00,00,00,87,00,00,00,36,
152000,0000018E,false,Rx,0,3,00,0A,34,00,00,00,00,00,
157000,000001A6,false,Rx,0,8,02,00,00,68,17,00,00,2D,
158000,00000158,false,Rx,0,8,20,E4,06,DD,20,E4,E6,0E,
158000,00000188,false,Rx,0,6,05,05,80,08,00,76,00,00,
160000,00000136,false,Rx,0,8,00,00,00,21,15,00,00,23,
160000,0000013A,false,Rx,0,8,00,42,00,00,00,00,00,22,
0,0000013F,false,Rx,0,8,02,8D,02,8B,00,00,00,27,
0,0000017C,false,Rx,0,8,00,00,06,E0,82,00,00,24,
160000,00000039,false,Rx,0,2,00,39,00,00,00,00,00,00,
0,00000156,false,Rx,0,6,00,33,00,01,07,2C,00,00,
0,000001DC,false,Rx,0,4,02,06,E0,35,00,00,00,00,
161000,00000421,false,Rx,0,5,00,00,00,01,2E,00,00,00,
161000,00000097,false,Rx,0,8,82,60,90,01,F7,00,00,26,
161000,0000015A,false,Rx,0,8,00,00,00,87,00,00,00,09,
161000,000001A4,false,Rx,0,8,00,69,00,00,00,00,00,0A,
162000,0000018E,false,Rx,0,3,00,06,0B,00,00,00,00,00,
162000,000001AA,false,Rx,0,8,7F,FF,00,00,00,00,69,00,
162000,000001B0,false,Rx,0,7,81,D0,7F,FF,00,00,02,00,
162000,000001D0,false,Rx,0,8,42,FC,85,E1,0A,DA,14,70,
162000,000001E7,false,Rx,0,4,1A,40,68,05,00,00,00,00,
168000,00000158,false,Rx,0,8,20,E7,06,DB,20,E7,E6,19,
168000,00000188,false,Rx,0,6,05,05,80,08,00,49,00,00,
170000,00000136,false,Rx,0,8,00,00,00,21,15,00,00,32,
170000,0000013A,false,Rx,0,8,00,42,00,00,00,00,00,31,
170000,0000013F,false,Rx,0,8,02,88,02,8B,FF,D8,00,38,
170000,0000017C,false,Rx,0,8,00,00,06,DC,82,00,00,38,
170000,00000156,false,Rx,0,6,00,33,00,01,07,3B,00,00,
171000,000001C0,false,Rx,0,7,00,00,00,00,00,00,29,00,
0,00000097,false,Rx,0,8,82,20,90,01,F6,00,00,3A,
0,00000039,false,Rx,0,2,00,0C,00,00,00,00,00,00,
172000,0000015A,false,Rx,0,8,00,00,00,87,00,00,00,18,
172000,0000018E,false,Rx,0,3,00,08,18,00,00,00,00,00,
176000,000001A6,false,Rx,0,8,02,00,00,68,18,00,00,3B,
176000,00000294,false,Rx,0,8,00,15,00,03,EE,80,20,28,
0,00000158,false,Rx,0,8,20,D6,06,D8,20,D6,E6,2F,
0,00000188,false,Rx,0,6,05,05,80,08,00,58,00,00,
179000,00000136,false,Rx,0,8,00,00,00,21,15,00,00,05,
179000,0000013A,false,Rx,0,8,00,42,00,00,00,00,00,04,
180000,0000013F,false,Rx,0,8,02,8D,02,8B,FF,D8,00,06,
180000,0000017C,false,Rx,0,8,00,00,06,D8,82,00,00,0F,
180000,00000156,false,Rx,0,6,00,33,00,00,07,0F,00,00,
180000,000001DC,false,Rx,0,4,02,06,D8,01,00,00,00,00,
181000,00000097,false,Rx,0,8,82,20,80,01,F3,00,00,01,
182000,0000015A,false,Rx,0,8,00,00,00,87,00,00,00,27,
182000,000001A4,false,Rx,0,8,00,69,00,00,00,00,00,19,
182000,0000018E,false,Rx,0,3,00,09,26,00,00,00,00,00,
0,00000039,false,Rx,0,2,00,1B,00,00,00,00,00,00,
0,000001AA,false,Rx,0,8,7F,FF,00,00,00,00,69,1F,
0,000001B0,false,Rx,0,7,81,D0,7F,FF,00,00,11,00,
0,000001D0,false,Rx,0,8,42,F6,85,95,0B,62,16,CE,
0,000001E7,false,Rx,0,4,1A,00,68,18,00,00,00,00,
187000,00000158,false,Rx,0,8,20,D1,06,D8,20,D1,E6,38,
187000,00000188,false,Rx,0,6,05,05,80,08,00,67,00,00,
189000,00000136,false,Rx,0,8,00,00,00,21,15,00,00,14,
189000,0000013A,false,Rx,0,8,00,42,00,00,00,00,00,13,
190000,0000013F,false,Rx,0,8,02,8E,02,8C,00,00,00,16,
190000,0000017C,false,Rx,0,8,00,00,06,D8,82,00,00,1E,
190000,00000156,false,Rx,0,6,00,33,00,00,07,1E,00,00,
190000,000001C0,false,Rx,0,7,00,00,00,00,00,00,38,00,
191000,00000097,false,Rx,0,8,82,20,80,01,F3,00,00,10,
192000,0000015A,false,Rx,0,8,00,00,00,87,00,00,00,36,
192000,0000018E,false,Rx,0,3,00,02,3C,00,00,00,00,00,
193000,00000039,false,Rx,0,2,00,2A,00,00,00,00,00,00,
195000,0000033D,false,Rx,0,4,00,00,00,32,00,00,00,00,
196000,000001A6,false,Rx,0,8,02,00,00,68,18,00,00,0E,
197000,00000158,false,Rx,0,8,20,D8,06,DB,20,D8,E6,0A,
197000,00000188,false,Rx,0,6,05,05,80,08,00,76,00,00,
199000,00000136,false,Rx,0,8,00,00,00,21,15,00,00,23,
199000,0000013A,false,Rx,0,8,00,42,00,00,00,00,00,22,
200000,0000013F,false,Rx,0,8,02,88,02,8B,00,46,00,22,
200000,0000017C,false,Rx,0,8,00,00,06,DF,82,00,00,26,
0,00000156,false,Rx,0,6,00,33,00,00,07,2D,00,00,
0,000001DC,false,Rx,0,4,02,06,DF,19,00,00,00,00,
201000,00000097,false,Rx,0,8,82,20,80,01,F4,00,00,2E,
202000,0000015A,false,Rx,0,8,00,00,00,87,00,00,00,09,
202000,000001A4,false,Rx,0,8,00,69,00,00,00,00,00,28,
202000,0000018E,false,Rx,0,3,00,02,0F,00,00,00,00,00,
203000,000001AA,false,Rx,0,8,7F,FF,00,00,00,00,69,2E,
203000,000001B0,false,Rx,0,7,81,D0,7F,FF,00,00,20,00,
203000,000001D0,false,Rx,0,8,43,02,85,B9,0B,4A,16,97,
203000,000001E7,false,Rx,0,4,1A,80,68,2F,00,00,00,00,
204000,00000039,false,Rx,0,2,00,39,00,00,00,00,00,00,
208000,00000158,false,Rx,0,8,20,DB,06,DB,20,DB,E6,13,
208000,00000188,false,Rx,0,6,05,05,80,08,00,49,00,00,
210000,00000136,false,Rx,0,8,00,00,00,21,15,00,00,32,
210000,0000013A,false,Rx,0,8,00,42,00,00,00,00,00,31,
210000,0000013F,false,Rx,0,8,02,8D,02,8B,00,00,00,36,
210000,0000017C,false,Rx,0,8,00,00,06,DF,82,00,00,35,
210000,00000156,false,Rx,0,6,00,33,00,00,07,3C,00,00,
210000,000001C0,false,Rx,0,7,00,00,00,00,00,00,0B,00,
211000,00000097,false,Rx,0,8,82,20,80,01,F2,00,00,3F,
212000,0000018E,false,Rx,0,3,00,04,1C,00,00,00,00,00,
212000,0000015A,false,Rx,0,8,00,00,00,87,00,00,00,18,
216000,00000039,false,Rx,0,2,00,0C,00,00,00,00,00,00,
217000,000001A6,false,Rx,0,8,02,00,00,68,18,00,00,1D,
217000,00000294,false,Rx,0,8,00,15,00,03,EE,80,20,37,
218000,00000158,false,Rx,0,8,20,F4,06,DE,20,F4,E6,29,
218000,00000188,false,Rx,0,6,05,05,80,08,00,58,00,00,
220000,00000136,false,Rx,0,8,00,00,00,21,15,00,00,05,
220000,0000013A,false,Rx,0,8,00,42,00,00,00,00,00,04,
220000,0000013F,false,Rx,0,8,02,8A,02,8B,00,14,00,07,
220000,0000017C,false,Rx,0,8,00,00,06,E1,82,00,00,05,
0,00000156,false,Rx,0,6,00,33,00,00,07,0F,00,00,
0,000001DC,false,Rx,0,4,02,06,E1,25,00,00,00,00,
221000,0000030C,false,Rx,0,8,22,5E,C6,FF,00,80,80,11,
221000,00000320,false,Rx,0,3,00,00,21,00,00,00,00,00,
221000,00000097,false,Rx,0,8,82,20,80,01,F5,00,00,0F,
221000,00000324,false,Rx,0,8,79,2A,32,9C,00,06,00,21,
221000,0000037C,false,Rx,0,8,E0,00,E0,31,00,00,00,20,
0,0000015A,false,Rx,0,8,00,00,00,87,00,00,00,27,
0,0000018E,false,Rx,0,3,00,08,27,00,00,00,00,00,
222000,000001A4,false,Rx,0,8,00,69,00,00,00,00,00,37,
222000,000001AA,false,Rx,0,8,7F,FF,00,00,00,00,69,3D,
222000,000001B0,false,Rx,0,7,81,D0,7F,FF,00,00,3F,00,
222000,000001D0,false,Rx,0,8,43,02,85,B9,0B,EA,16,24,
223000,000001E7,false,Rx,0,4,1A,40,68,32,00,00,00,00,
223000,000003D7,false,Rx,0,8,B0,00,00,00,00,00,00,51,
227000,00000039,false,Rx,0,2,00,1B,00,00,00,00,00,00,
0,00000158,false,Rx,0,8,20,EA,06,DE,20,EA,E6,3E,
0,00000188,false,Rx,0,6,05,05,80,08,00,67,00,00,
230000,00000136,false,Rx,0,8,00,00,00,21,15,00,00,14,
230000,0000013A,false,Rx,0,8,00,42,00,00,00,00,00,13,
230000,0000013F,false,Rx,0,8,02,8D,02,8A,00,00,00,19,
230000,0000017C,false,Rx,0,8,00,00,06,E1,82,00,00,14,
230000,00000156,false,Rx,0,6,00,33,00,00,07,1E,00,00,
230000,000001C0,false,Rx,0,7,00,00,00,00,00,00,1A,00,
231000,00000097,false,Rx,0,8,82,20,80,01,F8,00,00,1B,
231000,0000018E,false,Rx,0,3,00,03,3B,00,00,00,00,00,
232000,0000015A,false,Rx,0,8,00,00,00,87,00,00,00,36,
232000,00000305,false,Rx,0,2,0E,20,00,00,00,00,00,00,
237000,000001A6,false,Rx,0,8,02,00,00,68,17,00,00,2D,
237000,00000309,false,Rx,0,8,22,7F,00,00,00,58,00,6F,
237000,00000374,false,Rx,0,7,00,00,00,00,00,00,28,00,
237000,00000377,false,Rx,0,8,2C,10,5A,FA,2B,00,82,27,
0,00000378,false,Rx,0,8,07,90,F2,23,50,20,00,27,
0,00000039,false,Rx,0,2,00,2A,00,00,00,00,00,00,
238000,00000158,false,Rx,0,8,20,E9,06,DD,20,E9,E7,03,
238000,00000188,false,Rx,0,6,05,05,80,08,00,76,00,00,
239000,00000136,false,Rx,0,8,00,00,00,21,15,00,00,23,
239000,0000013A,false,Rx,0,8,00,42,00,00,00,00,00,22,
240000,0000013F,false,Rx,0,8,02,8B,02,8B,FF,D8,00,26,
240000,0000017C,false,Rx,0,8,00,00,06,DD,82,00,00,28,
0,00000156,false,Rx,0,6,00,33,00,00,07,2D,00,00,
0,000001DC,false,Rx,0,4,02,06,DD,39,00,00,00,00,
241000,00000097,false,Rx,0,8,82,20,80,01,F8,00,00,2A,
242000,0000015A,false,Rx,0,8,00,00,00,87,00,00,00,09,
242000,000001A4,false,Rx,0,8,00,69,00,00,00,00,00,0A,
242000,0000018E,false,Rx,0,3,00,05,0C,00,00,00,00,00,
242000,000001AA,false,Rx,0,8,7F,FF,00,00,00,00,69,00,
242000,000001B0,false,Rx,0,7,81,D0,7F,FF,00,00,02,00,
0,000001D0,false,Rx,0,8,43,02,85,D5,0B,12,15,B3,
0,000001E7,false,Rx,0,4,1A,40,68,05,00,00,00,00,
248000,00000158,false,Rx,0,8,20,E0,06,DA,20,E0,E7,17,
248000,00000188,false,Rx,0,6,05,05,80,08,00,49,00,00,
249000,00000039,false,Rx,0,2,00,39,00,00,00,00,00,00,
250000,00000136,false,Rx,0,8,00,00,00,21,15,00,00,32,
250000,0000013A,false,Rx,0,8,00,42,00,00,00,00,00,31,
250000,0000013F,false,Rx,0,8,02,89,02,8B,FF,E2,00,3C,
250000,0000017C,false,Rx,0,8,00,00,06,DA,82,00,00,3A,
250000,00000156,false,Rx,0,6,00,33,00,00,07,3C,00,00,
250000,000001C0,false,Rx,0,7,00,00,00,00,00,00,29,00,
251000,00000097,false,Rx,0,8,82,20,80,01,F8,00,00,39,
252000,0000015A,false,Rx,0,8,00,00,00,87,00,00,00,18,
252000,0000018E,false,Rx,0,3,00,04,1C,00,00,00,00,00,
256000,000001A6,false,Rx,0,8,02,00,00,68,17,00,00,3C,
256000,00000294,false,Rx,0,8,00,15,00,03,EE,80,20,0A,
257000,00000158,false,Rx,0,8,20,DD,06,DA,20,DD,E7,2E,
257000,00000188,false,Rx,0,6,05,05,80,08,00,58,00,00,
259000,00000039,false,Rx,0,2,00,0C,00,00,00,00,00,00,
259000,00000136,false,Rx,0,8,00,00,00,21,15,00,00,05,
259000,0000013A,false,Rx,0,8,00,42,00,00,00,00,00,04,
260000,0000013F,false,Rx,0,8,02,8E,02,8B,00,00,00,08,
260000,00000156,false,Rx,0,6,00,33,00,00,07,0F,00,00,
0,0000017C,false,Rx,0,8,00,00,06,DA,82,00,00,0D,
0,000001DC,false,Rx,0,4,02,06,DA,0F,00,00,00,00,
